,n_estimators,lr,max_features,max_depth,train acc,test acc,R2 score
489,450.0,0.2,10.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
497,450.0,0.2,18.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
499,450.0,0.2,18.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
509,500.0,0.1,7.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
519,500.0,0.1,15.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
522,500.0,0.1,18.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
537,500.0,0.125,10.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
539,500.0,0.125,10.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
549,500.0,0.125,18.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
558,500.0,0.15,7.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
569,500.0,0.15,15.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
583,500.0,0.175,7.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
584,500.0,0.175,7.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
592,500.0,0.175,15.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
594,500.0,0.175,15.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
597,500.0,0.175,18.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
604,500.0,0.2,5.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
614,500.0,0.2,10.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
622,500.0,0.2,18.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
623,500.0,0.2,18.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
22,300.0,0.1,18.0,5.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
29,300.0,0.125,5.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
53,300.0,0.15,5.0,7.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
54,300.0,0.15,5.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
64,300.0,0.15,10.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
67,300.0,0.15,15.0,5.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
79,300.0,0.175,5.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
89,300.0,0.175,10.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
99,300.0,0.175,18.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
147,350.0,0.1,18.0,5.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
209,350.0,0.175,7.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
217,350.0,0.175,15.0,5.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
223,350.0,0.175,18.0,7.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
244,350.0,0.2,15.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
249,350.0,0.2,18.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
284,400.0,0.125,7.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
287,400.0,0.125,10.0,5.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
289,400.0,0.125,10.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
344,400.0,0.175,15.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
358,400.0,0.2,7.0,7.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
394,450.0,0.1,15.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
409,450.0,0.125,7.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
414,450.0,0.125,10.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
437,450.0,0.15,10.0,5.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
464,450.0,0.175,10.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
487,450.0,0.2,10.0,5.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
529,500.0,0.125,5.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
559,500.0,0.15,7.0,10.0,0.9269662921348315,0.8268156424581006,0.6906417112299466
4,300.0,0.1,5.0,10.0,0.9269662921348315,0.8212290502793296,0.6906417112299466
84,300.0,0.175,7.0,10.0,0.9269662921348315,0.8212290502793296,0.6906417112299466
264,400.0,0.1,10.0,10.0,0.9269662921348315,0.8212290502793296,0.6906417112299466
514,500.0,0.1,10.0,10.0,0.9269662921348315,0.8212290502793296,0.6906417112299466
609,500.0,0.2,7.0,10.0,0.9269662921348315,0.8156424581005587,0.6906417112299466
12,300.0,0.1,10.0,5.0,0.925561797752809,0.8491620111731844,0.684692513368984
32,300.0,0.125,7.0,5.0,0.925561797752809,0.8491620111731844,0.684692513368984
52,300.0,0.15,5.0,5.0,0.925561797752809,0.8491620111731844,0.684692513368984
77,300.0,0.175,5.0,5.0,0.925561797752809,0.8491620111731844,0.684692513368984
127,350.0,0.1,5.0,5.0,0.925561797752809,0.8491620111731844,0.684692513368984
132,350.0,0.1,7.0,5.0,0.925561797752809,0.8491620111731844,0.684692513368984
152,350.0,0.125,5.0,5.0,0.925561797752809,0.8491620111731844,0.684692513368984
252,400.0,0.1,5.0,5.0,0.925561797752809,0.8491620111731844,0.684692513368984
257,400.0,0.1,7.0,5.0,0.925561797752809,0.8491620111731844,0.684692513368984
377,450.0,0.1,5.0,5.0,0.925561797752809,0.8491620111731844,0.684692513368984
502,500.0,0.1,5.0,5.0,0.925561797752809,0.8491620111731844,0.684692513368984
137,350.0,0.1,10.0,5.0,0.925561797752809,0.8379888268156425,0.684692513368984
7,300.0,0.1,7.0,5.0,0.9241573033707865,0.8491620111731844,0.6787433155080214
27,300.0,0.125,5.0,5.0,0.9241573033707865,0.8491620111731844,0.6787433155080214
2,300.0,0.1,5.0,5.0,0.922752808988764,0.8491620111731844,0.6727941176470589
621,500.0,0.2,18.0,3.0,0.9213483146067416,0.8491620111731844,0.6668449197860962
611,500.0,0.2,10.0,3.0,0.9213483146067416,0.8435754189944135,0.6668449197860962
616,500.0,0.2,15.0,3.0,0.9213483146067416,0.8435754189944135,0.6668449197860962
491,450.0,0.2,15.0,3.0,0.9213483146067416,0.8324022346368715,0.6668449197860962
496,450.0,0.2,18.0,3.0,0.9199438202247191,0.8491620111731844,0.6608957219251337
591,500.0,0.175,15.0,3.0,0.9185393258426966,0.8491620111731844,0.6549465240641711
586,500.0,0.175,10.0,3.0,0.9185393258426966,0.8435754189944135,0.6549465240641711
371,400.0,0.2,18.0,3.0,0.9171348314606742,0.8435754189944135,0.6489973262032085
606,500.0,0.2,7.0,3.0,0.9171348314606742,0.8435754189944135,0.6489973262032085
471,450.0,0.175,18.0,3.0,0.9171348314606742,0.8379888268156425,0.6489973262032085
486,450.0,0.2,10.0,3.0,0.9171348314606742,0.8379888268156425,0.6489973262032085
596,500.0,0.175,18.0,3.0,0.9171348314606742,0.8379888268156425,0.6489973262032085
601,500.0,0.2,5.0,3.0,0.9171348314606742,0.8379888268156425,0.6489973262032085
361,400.0,0.2,10.0,3.0,0.9157303370786517,0.8379888268156425,0.643048128342246
571,500.0,0.15,18.0,3.0,0.9157303370786517,0.8379888268156425,0.643048128342246
581,500.0,0.175,7.0,3.0,0.9157303370786517,0.8324022346368715,0.643048128342246
366,400.0,0.2,15.0,3.0,0.9143258426966292,0.8435754189944135,0.6370989304812834
456,450.0,0.175,7.0,3.0,0.9143258426966292,0.8324022346368715,0.6370989304812834
561,500.0,0.15,10.0,3.0,0.9143258426966292,0.8324022346368715,0.6370989304812834
566,500.0,0.15,15.0,3.0,0.9129213483146067,0.8435754189944135,0.6311497326203208
116,300.0,0.2,15.0,3.0,0.9129213483146067,0.8379888268156425,0.6311497326203208
236,350.0,0.2,10.0,3.0,0.9129213483146067,0.8379888268156425,0.6311497326203208
246,350.0,0.2,18.0,3.0,0.9129213483146067,0.8379888268156425,0.6311497326203208
341,400.0,0.175,15.0,3.0,0.9129213483146067,0.8379888268156425,0.6311497326203208
461,450.0,0.175,10.0,3.0,0.9129213483146067,0.8379888268156425,0.6311497326203208
466,450.0,0.175,15.0,3.0,0.9129213483146067,0.8379888268156425,0.6311497326203208
121,300.0,0.2,18.0,3.0,0.9115168539325843,0.8435754189944135,0.6252005347593583
221,350.0,0.175,18.0,3.0,0.9115168539325843,0.8435754189944135,0.6252005347593583
346,400.0,0.175,18.0,3.0,0.9115168539325843,0.8379888268156425,0.6252005347593583
446,450.0,0.15,18.0,3.0,0.9115168539325843,0.8379888268156425,0.6252005347593583
476,450.0,0.2,5.0,3.0,0.9115168539325843,0.8379888268156425,0.6252005347593583
441,450.0,0.15,15.0,3.0,0.9115168539325843,0.8324022346368715,0.6252005347593583
481,450.0,0.2,7.0,3.0,0.9115168539325843,0.8324022346368715,0.6252005347593583
536,500.0,0.125,10.0,3.0,0.9101123595505618,0.8379888268156425,0.6192513368983957
551,500.0,0.15,5.0,3.0,0.9101123595505618,0.8379888268156425,0.6192513368983957
556,500.0,0.15,7.0,3.0,0.9101123595505618,0.8379888268156425,0.6192513368983957
356,400.0,0.2,7.0,3.0,0.9101123595505618,0.8268156424581006,0.6192513368983957
96,300.0,0.175,18.0,3.0,0.9087078651685393,0.8547486033519553,0.6133021390374331
241,350.0,0.2,15.0,3.0,0.9087078651685393,0.8435754189944135,0.6133021390374331
541,500.0,0.125,15.0,3.0,0.9087078651685393,0.8435754189944135,0.6133021390374331
211,350.0,0.175,10.0,3.0,0.9087078651685393,0.8379888268156425,0.6133021390374331
576,500.0,0.175,5.0,3.0,0.9087078651685393,0.8379888268156425,0.6133021390374331
431,450.0,0.15,7.0,3.0,0.9087078651685393,0.8324022346368715,0.6133021390374331
336,400.0,0.175,10.0,3.0,0.9087078651685393,0.8268156424581006,0.6133021390374331
316,400.0,0.15,15.0,3.0,0.9073033707865169,0.8435754189944135,0.6073529411764707
436,450.0,0.15,10.0,3.0,0.9073033707865169,0.8435754189944135,0.6073529411764707
111,300.0,0.2,10.0,3.0,0.9073033707865169,0.8379888268156425,0.6073529411764707
546,500.0,0.125,18.0,3.0,0.9073033707865169,0.8379888268156425,0.6073529411764707
191,350.0,0.15,15.0,3.0,0.9073033707865169,0.8324022346368715,0.6073529411764707
306,400.0,0.15,7.0,3.0,0.9073033707865169,0.8324022346368715,0.6073529411764707
331,400.0,0.175,7.0,3.0,0.9073033707865169,0.8324022346368715,0.6073529411764707
91,300.0,0.175,15.0,3.0,0.9058988764044944,0.8379888268156425,0.6014037433155079
216,350.0,0.175,15.0,3.0,0.9058988764044944,0.8379888268156425,0.6014037433155079
321,400.0,0.15,18.0,3.0,0.9058988764044944,0.8379888268156425,0.6014037433155079
416,450.0,0.125,15.0,3.0,0.9058988764044944,0.8379888268156425,0.6014037433155079
421,450.0,0.125,18.0,3.0,0.9058988764044944,0.8379888268156425,0.6014037433155079
531,500.0,0.125,7.0,3.0,0.9058988764044944,0.8379888268156425,0.6014037433155079
196,350.0,0.15,18.0,3.0,0.9058988764044944,0.8324022346368715,0.6014037433155079
226,350.0,0.2,5.0,3.0,0.9058988764044944,0.8324022346368715,0.6014037433155079
231,350.0,0.2,7.0,3.0,0.9058988764044944,0.8324022346368715,0.6014037433155079
451,450.0,0.175,5.0,3.0,0.9058988764044944,0.8324022346368715,0.6014037433155079
351,400.0,0.2,5.0,3.0,0.9044943820224719,0.8491620111731844,0.5954545454545455
71,300.0,0.15,18.0,3.0,0.9044943820224719,0.8379888268156425,0.5954545454545455
101,300.0,0.2,5.0,3.0,0.9044943820224719,0.8379888268156425,0.5954545454545455
106,300.0,0.2,7.0,3.0,0.9044943820224719,0.8379888268156425,0.5954545454545455
206,350.0,0.175,7.0,3.0,0.9044943820224719,0.8379888268156425,0.5954545454545455
311,400.0,0.15,10.0,3.0,0.9044943820224719,0.8379888268156425,0.5954545454545455
396,450.0,0.1,18.0,3.0,0.9044943820224719,0.8379888268156425,0.5954545454545455
521,500.0,0.1,18.0,3.0,0.9044943820224719,0.8379888268156425,0.5954545454545455
326,400.0,0.175,5.0,3.0,0.9044943820224719,0.8324022346368715,0.5954545454545455
86,300.0,0.175,10.0,3.0,0.9030898876404494,0.8435754189944135,0.5895053475935829
186,350.0,0.15,10.0,3.0,0.9030898876404494,0.8435754189944135,0.5895053475935829
271,400.0,0.1,18.0,3.0,0.9030898876404494,0.8435754189944135,0.5895053475935829
171,350.0,0.125,18.0,3.0,0.9030898876404494,0.8379888268156425,0.5895053475935829
291,400.0,0.125,15.0,3.0,0.9030898876404494,0.8379888268156425,0.5895053475935829
301,400.0,0.15,5.0,3.0,0.9030898876404494,0.8379888268156425,0.5895053475935829
406,450.0,0.125,7.0,3.0,0.9030898876404494,0.8379888268156425,0.5895053475935829
181,350.0,0.15,7.0,3.0,0.9030898876404494,0.8324022346368715,0.5895053475935829
281,400.0,0.125,7.0,3.0,0.9030898876404494,0.8324022346368715,0.5895053475935829
296,400.0,0.125,18.0,3.0,0.9030898876404494,0.8324022346368715,0.5895053475935829
426,450.0,0.15,5.0,3.0,0.9030898876404494,0.8324022346368715,0.5895053475935829
386,450.0,0.1,10.0,3.0,0.901685393258427,0.8435754189944135,0.5835561497326203
516,500.0,0.1,15.0,3.0,0.901685393258427,0.8435754189944135,0.5835561497326203
81,300.0,0.175,7.0,3.0,0.901685393258427,0.8379888268156425,0.5835561497326203
146,350.0,0.1,18.0,3.0,0.901685393258427,0.8379888268156425,0.5835561497326203
391,450.0,0.1,15.0,3.0,0.901685393258427,0.8379888268156425,0.5835561497326203
166,350.0,0.125,15.0,3.0,0.901685393258427,0.8324022346368715,0.5835561497326203
201,350.0,0.175,5.0,3.0,0.901685393258427,0.8324022346368715,0.5835561497326203
286,400.0,0.125,10.0,3.0,0.901685393258427,0.8324022346368715,0.5835561497326203
411,450.0,0.125,10.0,3.0,0.901685393258427,0.8324022346368715,0.5835561497326203
176,350.0,0.15,5.0,3.0,0.901685393258427,0.8268156424581006,0.5835561497326203
66,300.0,0.15,15.0,3.0,0.9002808988764045,0.8491620111731844,0.5776069518716578
156,350.0,0.125,7.0,3.0,0.9002808988764045,0.8491620111731844,0.5776069518716578
161,350.0,0.125,10.0,3.0,0.9002808988764045,0.8435754189944135,0.5776069518716578
266,400.0,0.1,15.0,3.0,0.9002808988764045,0.8379888268156425,0.5776069518716578
506,500.0,0.1,7.0,3.0,0.9002808988764045,0.8379888268156425,0.5776069518716578
76,300.0,0.175,5.0,3.0,0.9002808988764045,0.8324022346368715,0.5776069518716578
381,450.0,0.1,7.0,3.0,0.9002808988764045,0.8324022346368715,0.5776069518716578
401,450.0,0.125,5.0,3.0,0.9002808988764045,0.8324022346368715,0.5776069518716578
61,300.0,0.15,10.0,3.0,0.9002808988764045,0.8268156424581006,0.5776069518716578
501,500.0,0.1,5.0,3.0,0.898876404494382,0.8435754189944135,0.5716577540106952
56,300.0,0.15,7.0,3.0,0.898876404494382,0.8379888268156425,0.5716577540106952
261,400.0,0.1,10.0,3.0,0.898876404494382,0.8379888268156425,0.5716577540106952
276,400.0,0.125,5.0,3.0,0.898876404494382,0.8379888268156425,0.5716577540106952
511,500.0,0.1,10.0,3.0,0.898876404494382,0.8379888268156425,0.5716577540106952
526,500.0,0.125,5.0,3.0,0.898876404494382,0.8379888268156425,0.5716577540106952
41,300.0,0.125,15.0,3.0,0.8974719101123596,0.8547486033519553,0.5657085561497326
141,350.0,0.1,15.0,3.0,0.8974719101123596,0.8491620111731844,0.5657085561497326
16,300.0,0.1,15.0,3.0,0.8974719101123596,0.8435754189944135,0.5657085561497326
46,300.0,0.125,18.0,3.0,0.8974719101123596,0.8435754189944135,0.5657085561497326
51,300.0,0.15,5.0,3.0,0.8974719101123596,0.8435754189944135,0.5657085561497326
131,350.0,0.1,7.0,3.0,0.8974719101123596,0.8435754189944135,0.5657085561497326
376,450.0,0.1,5.0,3.0,0.8974719101123596,0.8435754189944135,0.5657085561497326
36,300.0,0.125,10.0,3.0,0.8974719101123596,0.8379888268156425,0.5657085561497326
21,300.0,0.1,18.0,3.0,0.8960674157303371,0.8491620111731844,0.5597593582887701
136,350.0,0.1,10.0,3.0,0.8960674157303371,0.8435754189944135,0.5597593582887701
256,400.0,0.1,7.0,3.0,0.8960674157303371,0.8379888268156425,0.5597593582887701
151,350.0,0.125,5.0,3.0,0.8960674157303371,0.8324022346368715,0.5597593582887701
26,300.0,0.125,5.0,3.0,0.8946629213483146,0.8435754189944135,0.5538101604278074
251,400.0,0.1,5.0,3.0,0.8946629213483146,0.8435754189944135,0.5538101604278074
6,300.0,0.1,7.0,3.0,0.8932584269662921,0.8491620111731844,0.5478609625668449
126,350.0,0.1,5.0,3.0,0.8932584269662921,0.8491620111731844,0.5478609625668449
11,300.0,0.1,10.0,3.0,0.8932584269662921,0.8435754189944135,0.5478609625668449
31,300.0,0.125,7.0,3.0,0.8932584269662921,0.8435754189944135,0.5478609625668449
1,300.0,0.1,5.0,3.0,0.8918539325842697,0.8547486033519553,0.5419117647058823
615,500.0,0.2,15.0,2.0,0.8918539325842697,0.8324022346368715,0.5419117647058823
495,450.0,0.2,18.0,2.0,0.8904494382022472,0.8379888268156425,0.5359625668449197
605,500.0,0.2,7.0,2.0,0.8904494382022472,0.8324022346368715,0.5359625668449197
620,500.0,0.2,18.0,2.0,0.8904494382022472,0.8324022346368715,0.5359625668449197
610,500.0,0.2,10.0,2.0,0.8890449438202247,0.8379888268156425,0.5300133689839572
490,450.0,0.2,15.0,2.0,0.8890449438202247,0.8268156424581006,0.5300133689839572
595,500.0,0.175,18.0,2.0,0.8890449438202247,0.8268156424581006,0.5300133689839572
340,400.0,0.175,15.0,2.0,0.8876404494382022,0.8324022346368715,0.5240641711229946
355,400.0,0.2,7.0,2.0,0.8876404494382022,0.8324022346368715,0.5240641711229946
365,400.0,0.2,15.0,2.0,0.8876404494382022,0.8324022346368715,0.5240641711229946
370,400.0,0.2,18.0,2.0,0.8876404494382022,0.8324022346368715,0.5240641711229946
475,450.0,0.2,5.0,2.0,0.8876404494382022,0.8324022346368715,0.5240641711229946
460,450.0,0.175,10.0,2.0,0.8862359550561798,0.8435754189944135,0.518114973262032
590,500.0,0.175,15.0,2.0,0.8862359550561798,0.8435754189944135,0.518114973262032
465,450.0,0.175,15.0,2.0,0.8862359550561798,0.8379888268156425,0.518114973262032
480,450.0,0.2,7.0,2.0,0.8862359550561798,0.8379888268156425,0.518114973262032
485,450.0,0.2,10.0,2.0,0.8862359550561798,0.8324022346368715,0.518114973262032
580,500.0,0.175,7.0,2.0,0.8862359550561798,0.8324022346368715,0.518114973262032
555,500.0,0.15,7.0,2.0,0.8848314606741573,0.8435754189944135,0.5121657754010696
565,500.0,0.15,15.0,2.0,0.8848314606741573,0.8435754189944135,0.5121657754010696
245,350.0,0.2,18.0,2.0,0.8848314606741573,0.8379888268156425,0.5121657754010696
600,500.0,0.2,5.0,2.0,0.8848314606741573,0.8379888268156425,0.5121657754010696
230,350.0,0.2,7.0,2.0,0.8848314606741573,0.8268156424581006,0.5121657754010696
225,350.0,0.2,5.0,2.0,0.8834269662921348,0.8435754189944135,0.506216577540107
440,450.0,0.15,15.0,2.0,0.8834269662921348,0.8435754189944135,0.506216577540107
560,500.0,0.15,10.0,2.0,0.8834269662921348,0.8435754189944135,0.506216577540107
240,350.0,0.2,15.0,2.0,0.8834269662921348,0.8379888268156425,0.506216577540107
455,450.0,0.175,7.0,2.0,0.8834269662921348,0.8379888268156425,0.506216577540107
575,500.0,0.175,5.0,2.0,0.8834269662921348,0.8379888268156425,0.506216577540107
585,500.0,0.175,10.0,2.0,0.8834269662921348,0.8324022346368715,0.506216577540107
545,500.0,0.125,18.0,2.0,0.8820224719101124,0.8491620111731844,0.5002673796791444
110,300.0,0.2,10.0,2.0,0.8820224719101124,0.8435754189944135,0.5002673796791444
330,400.0,0.175,7.0,2.0,0.8820224719101124,0.8435754189944135,0.5002673796791444
335,400.0,0.175,10.0,2.0,0.8820224719101124,0.8435754189944135,0.5002673796791444
550,500.0,0.15,5.0,2.0,0.8820224719101124,0.8435754189944135,0.5002673796791444
570,500.0,0.15,18.0,2.0,0.8820224719101124,0.8435754189944135,0.5002673796791444
115,300.0,0.2,15.0,2.0,0.8820224719101124,0.8379888268156425,0.5002673796791444
315,400.0,0.15,15.0,2.0,0.8820224719101124,0.8379888268156425,0.5002673796791444
435,450.0,0.15,10.0,2.0,0.8820224719101124,0.8379888268156425,0.5002673796791444
235,350.0,0.2,10.0,2.0,0.8820224719101124,0.8324022346368715,0.5002673796791444
345,400.0,0.175,18.0,2.0,0.8820224719101124,0.8324022346368715,0.5002673796791444
360,400.0,0.2,10.0,2.0,0.8820224719101124,0.8324022346368715,0.5002673796791444
450,450.0,0.175,5.0,2.0,0.8820224719101124,0.8324022346368715,0.5002673796791444
470,450.0,0.175,18.0,2.0,0.8820224719101124,0.8268156424581006,0.5002673796791444
215,350.0,0.175,15.0,2.0,0.8806179775280899,0.8491620111731844,0.49431818181818177
210,350.0,0.175,10.0,2.0,0.8806179775280899,0.8435754189944135,0.49431818181818177
415,450.0,0.125,15.0,2.0,0.8806179775280899,0.8435754189944135,0.49431818181818177
430,450.0,0.15,7.0,2.0,0.8806179775280899,0.8379888268156425,0.49431818181818177
445,450.0,0.15,18.0,2.0,0.8806179775280899,0.8379888268156425,0.49431818181818177
220,350.0,0.175,18.0,2.0,0.8806179775280899,0.8324022346368715,0.49431818181818177
305,400.0,0.15,7.0,2.0,0.8792134831460674,0.8379888268156425,0.4883689839572193
535,500.0,0.125,10.0,2.0,0.8792134831460674,0.8379888268156425,0.4883689839572193
540,500.0,0.125,15.0,2.0,0.8792134831460674,0.8379888268156425,0.4883689839572193
325,400.0,0.175,5.0,2.0,0.8792134831460674,0.8324022346368715,0.4883689839572193
400,450.0,0.125,5.0,2.0,0.8778089887640449,0.8491620111731844,0.4824197860962567
420,450.0,0.125,18.0,2.0,0.8778089887640449,0.8491620111731844,0.4824197860962567
530,500.0,0.125,7.0,2.0,0.8778089887640449,0.8491620111731844,0.4824197860962567
410,450.0,0.125,10.0,2.0,0.8778089887640449,0.8435754189944135,0.4824197860962567
95,300.0,0.175,18.0,2.0,0.8778089887640449,0.8379888268156425,0.4824197860962567
310,400.0,0.15,10.0,2.0,0.8778089887640449,0.8324022346368715,0.4824197860962567
320,400.0,0.15,18.0,2.0,0.8778089887640449,0.8324022346368715,0.4824197860962567
350,400.0,0.2,5.0,2.0,0.8764044943820225,0.8603351955307262,0.4764705882352941
515,500.0,0.1,15.0,2.0,0.8764044943820225,0.8435754189944135,0.4764705882352941
80,300.0,0.175,7.0,2.0,0.8764044943820225,0.8379888268156425,0.4764705882352941
190,350.0,0.15,15.0,2.0,0.8764044943820225,0.8379888268156425,0.4764705882352941
195,350.0,0.15,18.0,2.0,0.8764044943820225,0.8379888268156425,0.4764705882352941
405,450.0,0.125,7.0,2.0,0.8764044943820225,0.8379888268156425,0.4764705882352941
105,300.0,0.2,7.0,2.0,0.8764044943820225,0.8324022346368715,0.4764705882352941
205,350.0,0.175,7.0,2.0,0.8764044943820225,0.8324022346368715,0.4764705882352941
85,300.0,0.175,10.0,2.0,0.875,0.8547486033519553,0.4705213903743315
170,350.0,0.125,18.0,2.0,0.875,0.8547486033519553,0.4705213903743315
200,350.0,0.175,5.0,2.0,0.875,0.8547486033519553,0.4705213903743315
295,400.0,0.125,18.0,2.0,0.875,0.8547486033519553,0.4705213903743315
525,500.0,0.125,5.0,2.0,0.875,0.8547486033519553,0.4705213903743315
390,450.0,0.1,15.0,2.0,0.875,0.8491620111731844,0.4705213903743315
425,450.0,0.15,5.0,2.0,0.875,0.8491620111731844,0.4705213903743315
90,300.0,0.175,15.0,2.0,0.875,0.8435754189944135,0.4705213903743315
120,300.0,0.2,18.0,2.0,0.875,0.8435754189944135,0.4705213903743315
510,500.0,0.1,10.0,2.0,0.875,0.8435754189944135,0.4705213903743315
285,400.0,0.125,10.0,2.0,0.875,0.8379888268156425,0.4705213903743315
50,300.0,0.15,5.0,2.0,0.8735955056179775,0.8603351955307262,0.464572192513369
55,300.0,0.15,7.0,2.0,0.8735955056179775,0.8547486033519553,0.464572192513369
75,300.0,0.175,5.0,2.0,0.8735955056179775,0.8547486033519553,0.464572192513369
15,300.0,0.1,15.0,2.0,0.8735955056179775,0.8491620111731844,0.464572192513369
160,350.0,0.125,10.0,2.0,0.8735955056179775,0.8491620111731844,0.464572192513369
185,350.0,0.15,10.0,2.0,0.8735955056179775,0.8491620111731844,0.464572192513369
380,450.0,0.1,7.0,2.0,0.8735955056179775,0.8491620111731844,0.464572192513369
65,300.0,0.15,15.0,2.0,0.8735955056179775,0.8435754189944135,0.464572192513369
145,350.0,0.1,18.0,2.0,0.8735955056179775,0.8435754189944135,0.464572192513369
290,400.0,0.125,15.0,2.0,0.8735955056179775,0.8435754189944135,0.464572192513369
520,500.0,0.1,18.0,2.0,0.8735955056179775,0.8435754189944135,0.464572192513369
100,300.0,0.2,5.0,2.0,0.8735955056179775,0.8379888268156425,0.464572192513369
300,400.0,0.15,5.0,2.0,0.8735955056179775,0.8379888268156425,0.464572192513369
275,400.0,0.125,5.0,2.0,0.8721910112359551,0.8603351955307262,0.4586229946524064
35,300.0,0.125,10.0,2.0,0.8721910112359551,0.8547486033519553,0.4586229946524064
40,300.0,0.125,15.0,2.0,0.8721910112359551,0.8491620111731844,0.4586229946524064
180,350.0,0.15,7.0,2.0,0.8721910112359551,0.8491620111731844,0.4586229946524064
265,400.0,0.1,15.0,2.0,0.8721910112359551,0.8491620111731844,0.4586229946524064
270,400.0,0.1,18.0,2.0,0.8721910112359551,0.8491620111731844,0.4586229946524064
280,400.0,0.125,7.0,2.0,0.8721910112359551,0.8491620111731844,0.4586229946524064
395,450.0,0.1,18.0,2.0,0.8721910112359551,0.8491620111731844,0.4586229946524064
165,350.0,0.125,15.0,2.0,0.8721910112359551,0.8435754189944135,0.4586229946524064
70,300.0,0.15,18.0,2.0,0.8721910112359551,0.8324022346368715,0.4586229946524064
140,350.0,0.1,15.0,2.0,0.8707865168539326,0.8547486033519553,0.4526737967914438
45,300.0,0.125,18.0,2.0,0.8707865168539326,0.8491620111731844,0.4526737967914438
150,350.0,0.125,5.0,2.0,0.8707865168539326,0.8435754189944135,0.4526737967914438
260,400.0,0.1,10.0,2.0,0.8707865168539326,0.8379888268156425,0.4526737967914438
505,500.0,0.1,7.0,2.0,0.8707865168539326,0.8379888268156425,0.4526737967914438
30,300.0,0.125,7.0,2.0,0.8693820224719101,0.8491620111731844,0.4467245989304812
155,350.0,0.125,7.0,2.0,0.8693820224719101,0.8491620111731844,0.4467245989304812
255,400.0,0.1,7.0,2.0,0.8693820224719101,0.8491620111731844,0.4467245989304812
135,350.0,0.1,10.0,2.0,0.8693820224719101,0.8435754189944135,0.4467245989304812
385,450.0,0.1,10.0,2.0,0.8693820224719101,0.8324022346368715,0.4467245989304812
175,350.0,0.15,5.0,2.0,0.8679775280898876,0.8659217877094972,0.44077540106951874
60,300.0,0.15,10.0,2.0,0.8679775280898876,0.8547486033519553,0.44077540106951874
20,300.0,0.1,18.0,2.0,0.8679775280898876,0.8491620111731844,0.44077540106951874
500,500.0,0.1,5.0,2.0,0.8679775280898876,0.8491620111731844,0.44077540106951874
25,300.0,0.125,5.0,2.0,0.8665730337078652,0.8547486033519553,0.43482620320855614
10,300.0,0.1,10.0,2.0,0.8665730337078652,0.8379888268156425,0.43482620320855614
125,350.0,0.1,5.0,2.0,0.8651685393258427,0.8603351955307262,0.42887700534759354
