,n_estimators,lr,max_features,max_depth,train acc,test acc,R2 score
492,450.0,0.2,15.0,5.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
493,450.0,0.2,15.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
504,500.0,0.1,5.0,10.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
508,500.0,0.1,7.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
523,500.0,0.1,18.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
528,500.0,0.125,5.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
538,500.0,0.125,10.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
543,500.0,0.125,15.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
544,500.0,0.125,15.0,10.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
548,500.0,0.125,18.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
553,500.0,0.15,5.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
557,500.0,0.15,7.0,5.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
563,500.0,0.15,10.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
564,500.0,0.15,10.0,10.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
567,500.0,0.15,15.0,5.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
568,500.0,0.15,15.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
572,500.0,0.15,18.0,5.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
573,500.0,0.15,18.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
574,500.0,0.15,18.0,10.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
588,500.0,0.175,10.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
589,500.0,0.175,10.0,10.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
593,500.0,0.175,15.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
599,500.0,0.175,18.0,10.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
603,500.0,0.2,5.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
613,500.0,0.2,10.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
617,500.0,0.2,15.0,5.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
618,500.0,0.2,15.0,7.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
619,500.0,0.2,15.0,10.0,0.9269662921348315,0.8379888268156425,0.6906417112299466
9,300.0,0.1,7.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
14,300.0,0.1,10.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
24,300.0,0.1,18.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
33,300.0,0.125,7.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
42,300.0,0.125,15.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
49,300.0,0.125,18.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
59,300.0,0.15,7.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
72,300.0,0.15,18.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
92,300.0,0.175,15.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
94,300.0,0.175,15.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
104,300.0,0.2,5.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
112,300.0,0.2,10.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
113,300.0,0.2,10.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
114,300.0,0.2,10.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
117,300.0,0.2,15.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
119,300.0,0.2,15.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
138,350.0,0.1,10.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
143,350.0,0.1,15.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
167,350.0,0.125,15.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
174,350.0,0.125,18.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
189,350.0,0.15,10.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
198,350.0,0.15,18.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
199,350.0,0.15,18.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
204,350.0,0.175,5.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
212,350.0,0.175,10.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
214,350.0,0.175,10.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
222,350.0,0.175,18.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
224,350.0,0.175,18.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
233,350.0,0.2,7.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
234,350.0,0.2,7.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
238,350.0,0.2,10.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
239,350.0,0.2,10.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
243,350.0,0.2,15.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
259,400.0,0.1,7.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
272,400.0,0.1,18.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
279,400.0,0.125,5.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
288,400.0,0.125,10.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
294,400.0,0.125,15.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
299,400.0,0.125,18.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
304,400.0,0.15,5.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
313,400.0,0.15,10.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
323,400.0,0.15,18.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
329,400.0,0.175,5.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
337,400.0,0.175,10.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
339,400.0,0.175,10.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
347,400.0,0.175,18.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
349,400.0,0.175,18.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
359,400.0,0.2,7.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
364,400.0,0.2,10.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
373,400.0,0.2,18.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
384,450.0,0.1,7.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
389,450.0,0.1,10.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
397,450.0,0.1,18.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
404,450.0,0.125,5.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
412,450.0,0.125,10.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
417,450.0,0.125,15.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
428,450.0,0.15,5.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
434,450.0,0.15,7.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
439,450.0,0.15,10.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
459,450.0,0.175,7.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
472,450.0,0.175,18.0,5.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
474,450.0,0.175,18.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
478,450.0,0.2,5.0,7.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
484,450.0,0.2,7.0,10.0,0.9269662921348315,0.8324022346368715,0.6906417112299466
